KATEGORI BAWAH 446,Tahun Permohonan,NOPAC,NAMA SYARIKAT / PENYEDIA,ALAMAT,ADD1,ADD2,ADD3,DAERAH,KAPASITI,SEKTOR,X,Y
MAJIKAN,2021,PAC/10401/2021/10542,OHARA OPTICAL (M) SDN. BHD.,JC1379 JALAN BESTARI 4 TAMAN MERLIMAU BESTARI 77300 MERLIMAU MELKAA,JC1379 JALAN BESTARI 4 TAMAN MERLIMAU BESTARI 77300 MERLIMAU MELKAA,,,JASIN,9,C - Pembuatan,2.164682692,102.4330212
MAJIKAN,2021,PAC/10401/2021/10543,OHARA OPTICAL (M) SDN. BHD.,JC1378 JALAN BESTARI 4 TAMAN MERLIMAU BESTARI 77300 MERLIMAU MELAKA,JC1378 JALAN BESTARI 4 TAMAN MERLIMAU BESTARI 77300 MERLIMAU MELAKA,,,JASIN,10,C - Pembuatan,2.164714185,102.4330232
MAJIKAN,2021,PAC/10401/2021/10545,OHARA OPTICAL (M) SDN. BHD.,JC1377 JALAN BESTARI 4 TAMAN MERLIMAU BESTARI 77300 MERLIMAU MELAKA,JC1377 JALAN BESTARI 4 TAMAN MERLIMAU BESTARI 77300 MERLIMAU MELAKA,,,JASIN,9,C - Pembuatan,2.164740988,102.4330252
MAJIKAN,2021,PAC/10401/2021/10546,OHARA OPTICAL (M) SDN. BHD.,JC1376 JALAN BESTARI 4 TAMAN MERLIMAU BESTARI,JC1376 JALAN BESTARI 4 TAMAN MERLIMAU BESTARI,,,JASIN,10,C - Pembuatan,2.164771141,102.4330266
MAJIKAN,2023,PAC/10401/2023/74641,Bradken Casting (Malaysia) Sdn Bhd,"JB3133, Jalan MU 5, Taman Merlimau Utara","JB3133, Jalan MU 5, Taman Merlimau Utara",,,JASIN,5,C - Pembuatan,2.164774381,102.4280112
MAJIKAN,2023,PAC/10401/2023/74632,Bradken Casting (Malaysia) Sdn Bhd,"JB3130, Jalan MU 5, Taman Merlimau Utara","JB3130, Jalan MU 5, Taman Merlimau Utara",,,JASIN,5,C - Pembuatan,2.164808235,102.4278514
MAJIKAN,2023,PAC/10401/2023/74635,Bradken Casting (Malaysia) Sdn Bhd,"JB3128, Jalan MU 5, Taman Merlimau Utara","JB3128, Jalan MU 5, Taman Merlimau Utara",,,JASIN,5,C - Pembuatan,2.164812271,102.4277465
MAJIKAN,2024,PAC/10401/2024/93084,JOO SENG CARTON INDUSTRIES SDN BHD,"JB 3075, JALAN MU 5, TAMAN MERLIMAU UTARA, MERLIMAU","JB 3075, JALAN MU 5, TAMAN MERLIMAU UTARA",MERLIMAU,,JASIN,6,C - Pembuatan,2.164830278,102.4285723
MAJIKAN,2021,PAC/10401/2021/26747,OHARA OPTICAL (M) SDN. BHD.,"JB3129,JLN MU 5, TAMAN MERLIMAU UTARA","JB3129,JLN MU 5, TAMAN MERLIMAU UTARA",,,JASIN,6,C - Pembuatan,2.164848051,102.4276822
MAJIKAN,2023,PAC/10401/2023/74646,Bradken Casting (Malaysia) Sdn Bhd,"JB3123, Jalan MU 5, Taman Merlimau Utara","JB3123, Jalan MU 5, Taman Merlimau Utara",,,JASIN,5,C - Pembuatan,2.164868557,102.4274313
MAJIKAN,2023,PAC/10401/2023/76328,LONG BOW MANUFACTURING SDN BHD,"JB 3121, JALAN MU 5, TAMAN MERLIMAU UTARA","JB 3121, JALAN MU 5, TAMAN MERLIMAU UTARA",,,JASIN,6,C - Pembuatan,2.164891686,102.4273008
MAJIKAN,2023,PAC/10401/2023/81663,MATANG MANUFACTURING SDN BHD,"JB 3087 JALAN TMU 5, TAMAN MERLIMAU UTARA",JB 3087 JALAN TMU 5,TAMAN MERLIMAU UTARA,,JASIN,5,C - Pembuatan,2.164954906,102.4278925
MAJIKAN,2021,PAC/10401/2021/10532,OHARA OPTICAL (M) SDN. BHD.,JC1368 JALAN BESTARI 4 TAMAN MERLIMAU BESTARI 77300 MERLIMAU MELAKA,JC1368 JALAN BESTARI 4 TAMAN MERLIMAU BESTARI 77300 MERLIMAU MELAKA,,,JASIN,10,C - Pembuatan,2.165008775,102.4330982
MAJIKAN,2024,PAC/10401/2024/96758,LONG BOW MANUFACTURING SDN BHD,"JB 3052, JALAN MU 6, TAMAN MERLIMAU UTARA","JB 3052, JALAN MU 6, TAMAN MERLIMAU UTARA",,,JASIN,6,C - Pembuatan,2.165030925,102.4292232
MAJIKAN,2023,PAC/10401/2023/76326,LONG BOW MANUFACTURING SDN BHD,"JB 3097, JALAN MU 5, TAMAN MERLIMAU UTARA","JB 3097, JALAN MU 5, TAMAN MERLIMAU UTARA",,,JASIN,6,C - Pembuatan,2.165033126,102.4272174
MAJIKAN,2021,PAC/10401/2021/10531,OHARA OPTICAL (M) SDN. BHD.,"JC1369, JALAN BESTARI 4 TAMAN MERLIMAU BESTARI","JC1369, JALAN BESTARI 4 TAMAN MERLIMAU BESTARI",,,JASIN,9,C - Pembuatan,2.165040938,102.4330264
MAJIKAN,2024,PAC/10401/2024/93082,JOO SENG CARTON INDUSTRIES SDN BHD,"JB 3098, Jalan MU 5, Taman Merlimau Utara, Merlimau","JB 3098, Jalan MU 5, Taman Merlimau Utara",Merlimau,,JASIN,6,C - Pembuatan,2.165047663,102.4272174
MAJIKAN,2024,PAC/10401/2024/96039,99 SPEED MART SDN BHD,"JB 3056, Jalan MU 6, Taman Merlimau Utara, 77300 Merlimau, Melaka.","JB 3056, Jalan MU 6, Taman Merlimau Utara, 77300 Merlimau, Melaka.",,,KLANG,6,"G - Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",2.165051751,102.4290601
MAJIKAN,2023,PAC/10401/2023/74645,Bradken Casting (Malaysia) Sdn Bhd,"JB3054, Jalan MU 6, Taman Merlimau Utara","JB3054, Jalan MU 6, Taman Merlimau Utara",,,JASIN,5,C - Pembuatan,2.165082887,102.4289529
MAJIKAN,2022,PAC/10401/2022/67780,MATANG MANUFACTURING SDN BHD,"JB 3046, JALAN MU 6, TAMAN MERLIMAU UTARA",JB 3046 JALAN MU 6,TAMAN MERLIMAU UTARA,,JASIN,6,C - Pembuatan,2.165162981,102.4285059
MAJIKAN,2020,PAC/10401/2020/8124,MEGA PRINTING & PACKAGING SDN BHD,"NO 40,JALAN SERI EMAS 20, TAMAN SERI TELOK MAS,","NO 40,JALAN SERI EMAS 20, TAMAN SERI TELOK MAS,",,,MELAKA TENGAH,6,C - Pembuatan,2.165171669,102.3270837
MAJIKAN,2024,PAC/10401/2024/91546,SCIENTEX PACKAGING (TELUK EMAS) SDN. BHD.,"NO 40, JALAN SERI EMAS 20, TAMAN SERI TELOK EMAS","NO 40, JALAN SERI EMAS 20",TAMAN SERI TELOK EMAS,,MELAKA TENGAH,6,C - Pembuatan,2.165183309,102.3270847
MAJIKAN,2021,PAC/10401/2021/14630,LONG BOW MFG SDN BHD,"JB-2977, JALAN MU 6, TAMAN MERLIMAU UTARA","JB-2977, JALAN MU 6, TAMAN MERLIMAU UTARA",,,JASIN,6,C - Pembuatan,2.165183391,102.4292669
MAJIKAN,2023,PAC/10401/2023/74638,Bradken Casting (Malaysia) Sdn Bhd,"JB2973, Jalan MU 6, Taman Merlimau Utara","JB2973, Jalan MU 6, Taman Merlimau Utara",,,JASIN,5,C - Pembuatan,2.165240673,102.4289803
MAJIKAN,2023,PAC/10401/2023/74637,Bradken Casting (Malaysia) Sdn Bhd,"JB2974, Jalan MU 6, Taman Merlimau Utara","JB2974, Jalan MU 6, Taman Merlimau Utara",,,JASIN,5,C - Pembuatan,2.165247434,102.4289318
MAJIKAN,2024,PAC/10401/2024/93957,LONG BOW MANUFACTURING SDN BHD,"JB 2977, JALAN MU 6, TAMAN MERLIMAU UTARA","JB 2977, JALAN MU 6, TAMAN MERLIMAU UTARA",,,JASIN,6,C - Pembuatan,2.165254461,102.4287621
MAJIKAN,2023,PAC/10401/2023/74636,Bradken Casting (Malaysia) Sdn Bhd,"JB2980, Jalan MU 6, Taman Merlimau Utara","JB2980, Jalan MU 6, Taman Merlimau Utara",,,JASIN,5,C - Pembuatan,2.16529835,102.4286051
MAJIKAN,2024,PAC/10401/2024/95320,EVER DELICIOUS FOOD INDUSTRIES SDN BHD,"NO 46, JALAN SERI EMAS 20, TAMAN SERI TELOK EMAS","NO 46, JALAN SERI EMAS 20, TAMAN SERI TELOK EMAS",,,MELAKA TENGAH,6,C - Pembuatan,2.165325465,102.327009
MAJIKAN,2022,PAC/10401/2022/62843,EVER DELICIOUS FOOD INDUSTRIES SDN BHD,"46, JALAN SERI EMAS 20, TAMAN SERI TELOK EMAS","46, JALAN SERI EMAS 20",TAMAN SERI TELOK EMAS,,MELAKA TENGAH,6,C - Pembuatan,2.165332007,102.3269799
MAJIKAN,2022,PAC/10401/2022/66532,LONG BOW MANUFACTURING SDN BHD,"JB 2995, JALAN MU 6, TAMAN MERLIMAU UTARA","JB 2995, JALAN MU 6",TAMAN MERLIMAU UTARA,,JASIN,6,C - Pembuatan,2.165431303,102.4277435
MAJIKAN,2023,PAC/10401/2023/76327,LONG BOW MANUFACTURING SDN BHD,"JB 2998, JALAN MU 6, TAMAN MERLIMAU UTARA","JB 2998, JALAN MU 6, TAMAN MERLIMAU UTARA",,,JASIN,6,C - Pembuatan,2.16547463,102.4275817
MAJIKAN,2024,PAC/10401/2024/96037,99 SPEED MART SDN BHD,"JB 2999, Jalan MU 6, Taman Merlimau Utara, 77300 Merlimau, Melaka.","JB 2999, Jalan MU 6, Taman Merlimau Utara, 77300 Merlimau, Melaka.",,,KLANG,6,"G - Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",2.165496466,102.4274927
MAJIKAN,2022,PAC/10401/2022/66530,LONG BOW MANUFACTURING SDN BHD,"JB 3005, JALAN MU 6, TAMAN MERLIMAU UTARA","JB 3005, JALAN MU 6",TAMAN MERLIMAU UTARA,,JASIN,6,C - Pembuatan,2.165523825,102.4271412
MAJIKAN,2022,PAC/10401/2022/64796,SANPOLY INDUSTRY SDN BHD,"LOT 1741, JALAN SERI EMAS 35, TAMAN SERI TELOK MAS",LOT 1741,JALAN SERI EMAS 35,TAMAN SERI TELOK MAS,MELAKA TENGAH,24,C - Pembuatan,2.168402675,102.3347852
MAJIKAN,2022,PAC/10401/2022/63804,SANPOLY INDUSTRY SDN BHD,"10, LORONG 1, JALAN SERI EMAS 57, TAMAN SERI TELOK MAS","10, LORONG 1",JALAN SERI EMAS 57,TAMAN SERI TELOK MAS,MELAKA TENGAH,6,C - Pembuatan,2.169792345,102.3376456
MAJIKAN,2021,PAC/10401/2021/46928,PERCETAKAN KOK BIN SDN BHD,"B-7-5,, PANGSAPURI CASA LAGO,JALAN SYED ABDUL AZIZ","B-7-5,","PANGSAPURI CASA LAGO,JALAN SYED ABDUL AZIZ",,MELAKA TENGAH,9,C - Pembuatan,2.18284867,102.2599684
MAJIKAN,2021,PAC/10401/2021/14030,HARBOUR INN,"28,, JALAN MELAKA RAYA 35, TAMAN MELAKA RAYA","28,",JALAN MELAKA RAYA 35,TAMAN MELAKA RAYA,MELAKA TENGAH,2,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.183086494,102.2566985
MAJIKAN,2023,PAC/10401/2023/79278,ASTINO SOUTHERN SDN BHD,"27, JALAN LARANG 3, TAMAN BUKIT LARANG INDAH",27,JALAN LARANG 3,TAMAN BUKIT LARANG INDAH,MELAKA TENGAH,9,C - Pembuatan,2.183173577,102.3311442
MAJIKAN,2021,PAC/10401/2021/1384,AMIGO STEAK & GRILL (MALACCA) SDN BHD,"23A, JALAN MELAK RAYA 8, TAMAN MELAKA RAYA","23A, JALAN MELAK RAYA 8, TAMAN MELAKA RAYA",,,MELAKA TENGAH,20,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.183411068,102.2605098
MAJIKAN,2021,PAC/10401/2021/51805,AMIGO STEAK & GRILL (MALACCA) SDN BHD,"27A, JALAN MELAKA RAYA 8, TAMAN MELAKA RAYA,","27A, JALAN MELAKA RAYA 8, TAMAN MELAKA RAYA,",,,MELAKA TENGAH,20,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.183413774,102.2604582
MAJIKAN,2025,PAC/10401/2025/108404,AMIGO STEAK & GRILL (MALACCA) SDN BHD,"NO 23A (LOT 375), 25A (LOT 374) & 27A (LOT 373), JALAN MELAKA RAYA 8, TAMAN MELAKA RAYA,, KAWASAN BANDAR XL, DAERAH MELAKA TENGAH, MELAKA.","NO 23A (LOT 375), 25A (LOT 374) & 27A (LOT 373), JALAN MELAKA RAYA 8, TAMAN MELAKA RAYA,","KAWASAN BANDAR XL, DAERAH MELAKA TENGAH, MELAKA.",,MELAKA TENGAH,8,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.183416434,102.2604891
MAJIKAN,2021,PAC/10401/2021/51883,AMIGO STEAK & GRILL (MALACCA) SDN BHD,"25A, JALAN MELAKA RAYA 8, TAMAN MELAKA RAYA,","25A, JALAN MELAKA RAYA 8, TAMAN MELAKA RAYA,",,,MELAKA TENGAH,0,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.183439836,102.2604677
MAJIKAN,2023,PAC/10401/2023/77687,DYNASUN SDN BHD,"S-1-3, PANGSAPURI HILIR  KOTA SEK 1, BANDAR",S-1-3,PANGSAPURI HILIR  KOTA SEK 1,BANDAR,GOMBAK,7,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.183450155,102.2626967
MAJIKAN,2023,PAC/10401/2023/77688,DYNASUN SDN BHD,"S-4-14, PANGSAPURI HILIR  KOTA SEK 1, BANDAR",S-4-14,PANGSAPURI HILIR  KOTA SEK 1,BANDAR,GOMBAK,7,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.183450155,102.2626967
MAJIKAN,2023,PAC/10401/2023/83090,PENTAGON PROTECTION SERVICES SDN BHD,"S-2-1, PANGSAPURI HILIR KOTA,, SEKSYEN 1, BANDAR HILIR","S-2-1, PANGSAPURI HILIR KOTA,","SEKSYEN 1, BANDAR HILIR",,MELAKA TENGAH,3,S - Aktiviti perkhidmatan lain,2.183461822,102.262698
MAJIKAN,2021,PAC/10401/2021/15079,MONTANE CONSTRUCTION SDN BHD,"NO R2-5, PANGSAPURI HILIR KOTA, BANDAR HILIR MELAKA RAYA.","NO R2-5, PANGSAPURI HILIR KOTA, BANDAR HILIR MELAKA RAYA.",,,MELAKA TENGAH,0,F - Pembinaan,2.183695662,102.2627952
MAJIKAN,2024,PAC/10401/2024/94302,LUCKY FAMOUS SDN BHD,"NO. 1 & 3, JALAN MELAKA RAYA 8,TAMAN MELAKA RAYA,
 75000 MELAKA","NO. 1 & 3, JALAN MELAKA RAYA 8,TAMAN MELAKA RAYA,
 75000 MELAKA",,,MELAKA TENGAH,4,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.183750218,102.2599912
MAJIKAN,2021,PAC/10401/2021/15204,TWS MELAKA RAYA SDN BHD,"NO 12A-2, JALAN 14, TAMAN MELAKA RAYA","NO 12A-2, JALAN 14, TAMAN MELAKA RAYA",,,MELAKA TENGAH,5,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.18438075,102.2592351
MAJIKAN,2023,PAC/10401/2023/73802,RESTORAN ALIHAR,"NO 44A-3, Jalan melaka raya 12, Taman melaka raya",NO 44A-3,Jalan melaka raya 12,Taman melaka raya,MELAKA TENGAH,5,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.185294414,102.2596561
MAJIKAN,2023,PAC/10401/2023/81609,KK SUPERMART & SUPERSTORE SDN BHD,"9A-3,, Jalan Melaka Raya 14,, Taman Melaka Raya.","9A-3,","Jalan Melaka Raya 14,",Taman Melaka Raya.,KUALA LUMPUR,5,"G - Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",2.185548932,102.259879
MAJIKAN,2024,PAC/10401/2024/89854,SOON HENG PLUMBING & SANITARY WORKS,"NO 3-7, BLOK BLUEBERRY, RUMAH PANGSA HILIR KOTA, BANDA HILIR","NO 3-7, BLOK BLUEBERRY, RUMAH PANGSA HILIR KOTA",BANDA HILIR,,MELAKA TENGAH,4,F - Pembinaan,2.185581721,102.2621764
MAJIKAN,2021,PAC/10401/2021/20501,NEW ALLWELL PEST & CLEANING SDN BHD,"B 3-2 RUMAH PANGSA HILIR KOTA,, BLOK BLUEBERRY, JALAN MERDEKA","B 3-2 RUMAH PANGSA HILIR KOTA,",BLOK BLUEBERRY,JALAN MERDEKA,MELAKA TENGAH,4,S - Aktiviti perkhidmatan lain,2.185621475,102.2622634
MAJIKAN,2025,PAC/10401/2025/107080,NEW ALLWELL PEST & CLEANING SDN BHD,"3-2 BLOK BLUEBBERY,, PANGSAPURI HILIR KOTA, BANDA HILIR","3-2 BLOK BLUEBBERY,",PANGSAPURI HILIR KOTA,BANDA HILIR,MELAKA TENGAH,4,S - Aktiviti perkhidmatan lain,2.185630278,102.2622196
MAJIKAN,2023,PAC/10401/2023/83092,PENTAGON PROTECTION SERVICES SDN BHD,"NO 64B-3, JALAN MELAKA RAYA 14, TAMAN MELAKA RAYA",NO 64B-3,JALAN MELAKA RAYA 14,TAMAN MELAKA RAYA,MELAKA TENGAH,8,S - Aktiviti perkhidmatan lain,2.186065469,102.2608288
MAJIKAN,2024,PAC/10401/2024/94614,COTTAGE SPICES,"50B-1, JL. MKA. RAYA 14, TAMAN MELAKA RAYA","50B-1, JL. MKA. RAYA 14",TAMAN MELAKA RAYA,,MELAKA TENGAH,6,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.186206536,102.2605276
MAJIKAN,2022,PAC/10401/2022/69063,WAZEN JAPANESE RESTAURANT SDN. BHD.,"No.46A-3, Jalan Melaka Raya 14,, Taman Melaka Raya,, 75000 Melaka.","No.46A-3, Jalan Melaka Raya 14,","Taman Melaka Raya,",75000 Melaka.,MELAKA TENGAH,4,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.186280886,102.2602864
MAJIKAN,2021,PAC/10401/2021/49409,SUIYONG SDN BHD,38A-2 JALAN MELAKA RAYA 14 TAMAN MELAKA RAYA,38A-2 JALAN MELAKA RAYA 14 TAMAN MELAKA RAYA,,,MELAKA TENGAH,5,"G - Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",2.186410747,102.2599982
MAJIKAN,2022,PAC/10401/2022/65066,QSR STORE SDN BHD,"N0 16A-3, JALAN MELAKARAYA 14, TAMAN MELAKA RAYA",N0 16A-3,JALAN MELAKARAYA 14,TAMAN MELAKA RAYA,MELAKA TENGAH,6,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.186615912,102.2592471
MAJIKAN,2024,PAC/10401/2024/99207,COTTAGE SPICES,"10B-2, JL. MKA. RAYA 14,, TAMAN MELAKA RAYA,","10B-2, JL. MKA. RAYA 14,","TAMAN MELAKA RAYA,",,MELAKA TENGAH,4,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.186631004,102.2591137
MAJIKAN,2023,PAC/10401/2023/83872,SENI PUJAAN SDN BHD,"No 5A-2, Jalan Merdeka Raya 14,, TAMAN MELAKA RAYA","No 5A-2, Jalan Merdeka Raya 14,",TAMAN MELAKA RAYA,,MELAKA TENGAH,5,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.186706583,102.2595332
MAJIKAN,2023,PAC/10401/2023/83312,PENTAGON PROTECTION SERVICES SDN BHD,"3-5,BLOK BAGONVILLA, R/PANGSA HILIR KOTA, BANDAR HILIR","3-5,BLOK BAGONVILLA",R/PANGSA HILIR KOTA,BANDAR HILIR,MELAKA TENGAH,4,S - Aktiviti perkhidmatan lain,2.187178862,102.2624233
MAJIKAN,2024,PAC/10401/2024/104902,HEAN YI HOLDING SDN BHD,"NO 3-17, JALAN PM 13,, PLAZA MAHKOTA,, 75000 MELAKA","NO 3-17, JALAN PM 13,","PLAZA MAHKOTA,",75000 MELAKA,MELAKA TENGAH,6,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.187821162,102.2451952
MAJIKAN,2025,PAC/10401/2025/107552,HOTEL ALABRAAR,"242 ,JALAN MELAKA RAYA 1, TAMAN MELAKA RAYA","242 ,JALAN MELAKA RAYA 1",TAMAN MELAKA RAYA,,MELAKA TENGAH,0,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.187949211,102.2528132
MAJIKAN,2023,PAC/10401/2023/81903,EE JI BAN RESTAURANT SDN BHD,"251B, JALAN MELAKA RAYA 3, TAMAN MELAKA RAYA","251B, JALAN MELAKA RAYA 3, TAMAN MELAKA RAYA",,,MELAKA TENGAH,16,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.188317802,102.2536071
MAJIKAN,2023,PAC/10401/2023/87322,MADINA INNOVATIONS SDN BHD,"NO 252A & 252B LOT 139 JALAN MELAKA RAYA 3, TAMAN MELAKA RAYA, MELAKA",NO 252A & 252B LOT 139 JALAN MELAKA RAYA 3,TAMAN MELAKA RAYA,MELAKA,MELAKA TENGAH,9,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.188501405,102.2533677
MAJIKAN,2022,PAC/10401/2022/69164,ARENAA DE LUXE HOTEL SDN BHD,"222, JALAN UJONG PASIR, MELAKA",222,JALAN UJONG PASIR,MELAKA,MELAKA TENGAH,16,S - Aktiviti perkhidmatan lain,2.188632549,102.2647779
MAJIKAN,2022,PAC/10401/2022/62781,MCQUEKS SATAY STEAMBOAT RECIPE SDN BHD,"288 JALAN PARAMESWARA, BANDA HILIR, MELAKA",288 JALAN PARAMESWARA,BANDA HILIR,MELAKA,MELAKA TENGAH,12,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.188873627,102.2610391
MAJIKAN,2024,PAC/10401/2024/91872,NADEJE SUPREME SDN. BHD.,"NO 1-10 (LOT 1115), JALAN PM 5,, PLAZA MAHKOTA ,, KAWASAN BANDAR XLII,","NO 1-10 (LOT 1115), JALAN PM 5,","PLAZA MAHKOTA ,","KAWASAN BANDAR XLII,",MELAKA TENGAH,9,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.188986496,102.2471949
MAJIKAN,2023,PAC/10401/2023/83572,J TEA ENT SDN BHD,"A1-03,, BLOK A, P/PURI,, PARAMESWARA 1,","A1-03,","BLOK A, P/PURI,","PARAMESWARA 1,",MELAKA TENGAH,5,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.189407499,102.2583986
MAJIKAN,2024,PAC/10401/2024/91873,NADEJE F&B SDN. BHD.,"NO 2-24 (LOT 1068) , JALAN PM 4 ,, PLAZA MAHKOTA ,, KAWASAN BANDAR XLII,","NO 2-24 (LOT 1068) , JALAN PM 4 ,","PLAZA MAHKOTA ,","KAWASAN BANDAR XLII,",MELAKA TENGAH,12,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.189543017,102.2468302
MAJIKAN,2024,PAC/10401/2024/91876,NADEJE CAFE SDN BHD,"NO 3-22 (LOT 1069 ) DAN NO 3-24 (LOT 1068 ), JALAN PM 4 , PLAZA MAHKOTA ,, KAWASAN BANDAR XLII,",NO 3-22 (LOT 1069 ) DAN NO 3-24 (LOT 1068 ),"JALAN PM 4 , PLAZA MAHKOTA ,","KAWASAN BANDAR XLII,",MELAKA TENGAH,12,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.189543017,102.2468302
MAJIKAN,2023,PAC/10401/2023/81658,STT JAYA HOLDINGS SDN BHD,"313A, JALAN TUN LEONG YEW KOH, BANDAR HILIR, 75000 MELAKA","313A, JALAN TUN LEONG YEW KOH","BANDAR HILIR, 75000 MELAKA",,MELAKA TENGAH,3,"A - Pertanian, Perhutanan dan Perikanan",2.189546329,102.2628527
MAJIKAN,2023,PAC/10401/2023/73289,HLRB PROCESSING SDN BHD,"HLRB Processing Sdn Bhd (Rumah Pekerja), Lot 1783 & 1784,MUKIM SERKAM, jasin",HLRB Processing Sdn Bhd (Rumah Pekerja),"Lot 1783 & 1784,MUKIM SERKAM",jasin,JASIN,312,C - Pembuatan,2.190190375,102.3825487
MAJIKAN,2022,PAC/10401/2022/58996,EI-CARE REFLEXOLOGY SDN. BHD.,"NO 85, JALAN CHAN KOON CHENG,","NO 85, JALAN CHAN KOON CHENG,",,,MELAKA TENGAH,6,S - Aktiviti perkhidmatan lain,2.190743903,102.2544093
MAJIKAN,2023,PAC/10401/2023/80843,SOON HENG PLUMBING & SANITARY WORKS,"NO 6-2, JALAN KASTURI 1/12, TAMAN KASTURI SEK 1, SEMABOK,","NO 6-2, JALAN KASTURI 1/12",TAMAN KASTURI SEK 1,"SEMABOK,",MELAKA TENGAH,6,F - Pembinaan,2.191497623,102.2742033
MAJIKAN,2021,PAC/10401/2021/31741,SIMPLY FISH RESTAURANT,"14A, JALAN TKL 5, TAMAN KOTA LAKSAMANA SEK 1","14A, JALAN TKL 5, TAMAN KOTA LAKSAMANA SEK 1",,,MELAKA TENGAH,7,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.191727445,102.2415605
MAJIKAN,2021,PAC/10401/2021/54038,FOOK CHOON TRADING,"B4-09, PANGSAPURI KASTURI,, TAMAN KASTURI SEMABOK,, SEMABOK, MELAKA","B4-09, PANGSAPURI KASTURI,","TAMAN KASTURI SEMABOK,","SEMABOK, MELAKA",MELAKA TENGAH,6,"G - Perdagangan borong dan runcit, pembaikan kenderaan bermotor dan motosikal",2.192082,102.2711379
MAJIKAN,2022,PAC/10401/2022/62864,CHIN HUA VEGETARIAN FOOD,9-A JALAN TKL 7 TAMAN KOTA LAKSAMANA,9-A JALAN TKL 7 TAMAN KOTA LAKSAMANA,,,MELAKA TENGAH,8,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.192087863,102.2414151
MAJIKAN,2024,PAC/10401/2024/90870,TGMASA HAIRCUT,"A3-04, PANGSAPURI KASTURI,, TAMAN KASTURI,SEMABOK, MELAKA TENGAH ,MELAKA","A3-04, PANGSAPURI KASTURI,","TAMAN KASTURI,SEMABOK","MELAKA TENGAH ,MELAKA",MELAKA TENGAH,4,S - Aktiviti perkhidmatan lain,2.192421283,102.2715635
MAJIKAN,2021,PAC/10401/2021/51762,CEC ELECTRICAL ENGINEERING SDN BHD,"NO 8A JALAN TKL 8,TAMAN KOTA LAKSAMANA SEKSYEN 1","NO 8A JALAN TKL 8,TAMAN KOTA LAKSAMANA SEKSYEN 1",,,MELAKA TENGAH,8,F - Pembinaan,2.192764868,102.2406796
MAJIKAN,2024,PAC/10401/2024/100148,CEC ELECTRICAL ENGINEERING SDN BHD,"8A,JALAN TKL 8,TAMAN KOTA LAKSAMANA SEKSYEN 1","8A,JALAN TKL 8,TAMAN KOTA LAKSAMANA SEKSYEN 1",,,MELAKA TENGAH,8,F - Pembinaan,2.192803356,102.2407237
MAJIKAN,2021,PAC/10401/2021/48833,BEI ZHAN RESTAURANT SDN BHD,"6,, JALAN KOTA LAKSAMANA 2/16 TAMAN KOTA LAKSAMAMA SEKSYEN 2","6,",JALAN KOTA LAKSAMANA 2/16 TAMAN KOTA LAKSAMAMA SEKSYEN 2,,MELAKA TENGAH,18,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.193427517,102.2389291
MAJIKAN,2022,PAC/10401/2022/66603,Bei Zhan restaurant sdn bhd,"6 jalan kota laksamana 2/16, taman kota laksamana seksyen 2",6 jalan kota laksamana 2/16,taman kota laksamana seksyen 2,,MELAKA TENGAH,18,I - Penginapan dan aktiviti perkhidmatan makanan dan minuman,2.193457221,102.2389497
